market,ticker,name,sector,exchange,date,year,window_len,raw,z,fwd_3m,excess_3m,fwd_6m,excess_6m,momentum_6m,up1_conf,up1_fwd6m,up1_exc6m,up1_fwd3m,up1_exc3m,up1_days,confirmed_conf,confirmed_fwd6m,confirmed_exc6m,confirmed_fwd3m,confirmed_exc3m,confirmed_days,pre_drop_target_ret,mfe,recovered,r_target,hold_target,r_trail,hold_trail,r_sl5,hold_sl5,r_sl8,hold_sl8,r_sl10,hold_sl10,r_sl12,hold_sl12,r_sl25,hold_sl25,r_sl30,hold_sl30,ce_trail,ce_trail_exc,ce_te15,ce_te15_exc,ce_te21,ce_te21_exc,ce_te30,ce_te30_exc,ce_te42,ce_te42_exc,ce_rec_days,profitable,roe,de,earnings_yield,ey_minus_bond,npat_margin,fcf_margin,rev_growth,eps_growth,div_yield,days_to_recover
TSX,AAPL,Apple CDR (CAD Hedged),Technology,TSX-SF,2025-03-13,2025,4,-0.1232,-4.404,-0.0528,-0.1525,0.1062,-0.1037,0.0675,True,0.0969,-0.1018,-0.0836,-0.1631,1.0,True,0.161,-0.0389,-0.0834,-0.1446,6.0,0.1405,0.1335,False,-0.0528,63,-0.0528,63,-0.1025,16,-0.1025,16,-0.1025,16,-0.133,17,-0.0528,63,-0.0528,63,-0.0834,-0.1446,-0.0953,-0.04,-0.0871,-0.0606,-0.0915,-0.0909,-0.0818,-0.1173,-1.0,True,1.6459,1.8723,0.0225,-0.0205,0.2397,0.2783,-0.0042,,0.0103,
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2024-10-03,2024,1,-0.1029,-3.319,0.1242,0.0812,0.3662,0.3986,-0.1667,True,0.3659,0.4199,0.1293,0.0976,1.0,True,0.7764,0.8058,0.0863,0.0766,5.0,0.1146,0.6306,True,0.1146,10,0.1783,19,0.1242,63,0.1242,63,0.1242,63,0.1242,63,0.1242,63,0.1242,63,0.1821,0.1881,0.1821,0.1881,0.1821,0.1881,0.1821,0.1881,0.1821,0.1881,5.0,False,-0.6952,0.6899,-0.1758,-0.2188,-0.318,-0.0778,-0.0207,,,10.0
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2024-11-11,2024,2,-0.144,-3.064,0.4893,0.4553,0.6606,0.6272,0.0946,True,0.7508,0.714,0.4441,0.4268,3.0,False,,,,,,0.1682,0.841,True,0.1682,50,0.3823,66,-0.052,1,-0.0856,4,0.4893,63,0.4893,63,0.4893,63,0.4893,63,,,,,,,,,,,,False,-0.6952,0.6899,-0.1688,-0.2118,-0.318,-0.0778,-0.0207,,,50.0
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2025-08-07,2025,1,-0.1175,-3.298,0.2614,0.1855,1.5675,1.3978,0.3008,True,1.6174,1.4265,0.4094,0.3203,3.0,True,1.3765,1.1807,0.2871,0.2099,7.0,0.1331,1.6145,True,0.1331,13,0.5289,49,0.2614,63,0.2614,63,0.2614,63,0.2614,63,0.2614,63,0.2614,63,0.4092,0.3309,0.4092,0.3309,0.4092,0.3309,0.4092,0.3309,0.4092,0.3309,6.0,False,-0.3344,0.2787,-0.0553,-0.0983,-0.1583,-0.1148,0.0444,,,13.0
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2025-10-21,2025,4,-0.1583,-2.683,0.6847,0.5856,0.8021,0.666,0.7267,True,0.7715,0.6405,0.7195,0.6188,1.0,True,0.8904,0.7491,0.9843,0.8803,13.0,0.188,0.8058,True,0.188,28,0.3012,47,-0.1182,8,-0.1182,8,-0.1182,8,-0.1446,10,0.6847,63,0.6847,63,0.4565,0.3902,0.4565,0.3902,0.4565,0.3902,0.4565,0.3902,0.4565,0.3902,15.0,False,-0.3344,0.2787,-0.038,-0.081,-0.1583,-0.1148,0.0444,,,28.0
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2026-05-20,2026,4,-0.1012,-3.421,,,,,0.7459,True,,,,,1.0,True,,,,,10.0,0.1126,0.0524,False,-0.2105,42,-0.2105,42,-0.0927,25,-0.0927,25,-0.1148,26,-0.1206,37,-0.2105,42,-0.2105,42,-0.2116,-0.2161,-0.0939,-0.0921,-0.0267,-0.0395,-0.1837,-0.1992,-0.2116,-0.2161,-1.0,False,-0.1272,0.3786,-0.0114,-0.0544,-0.0389,0.0615,0.2576,,,
TSX,AAUC,Allied Gold Corporation,Basic Materials,TSX-SF,2026-06-25,2026,3,-0.1218,-4.394,,,,,0.1697,True,,,,,1.0,True,,,,,3.0,0.1387,0.101,False,-0.1081,16,-0.1081,16,-0.0767,14,-0.0941,15,-0.1081,16,-0.1081,16,-0.1081,16,-0.1081,16,-0.1507,-0.1537,-0.1507,-0.1537,-0.1507,-0.1537,-0.1507,-0.1537,-0.1507,-0.1537,-1.0,False,-0.1272,0.3786,-0.0128,-0.0558,-0.0389,0.0615,0.2576,,,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2011-08-08,2011,3,-0.1921,-6.157,0.0189,-0.0489,-0.2943,-0.3664,-0.1288,True,-0.3175,-0.3515,-0.0036,-0.035,1.0,True,-0.3225,-0.347,-0.0757,-0.0722,2.0,0.2377,0.0943,False,0.0189,63,0.0189,63,-0.0547,24,-0.1038,31,-0.1038,31,-0.1887,32,-0.2547,38,0.0189,63,-0.0757,-0.0722,0.0234,-0.0233,-0.0847,-0.1001,-0.2252,-0.1731,-0.1748,-0.1483,-1.0,False,-0.0366,0.0,-0.0497,-0.0927,-0.1195,-0.0563,-0.0037,-0.6391,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2011-09-22,2011,3,-0.1535,-3.786,-0.0605,-0.077,-0.1884,-0.2665,-0.3805,True,-0.2577,-0.3547,-0.0991,-0.1352,1.0,True,-0.2845,-0.3532,-0.0991,-0.1179,2.0,0.1814,0.2698,True,0.1814,21,0.107,43,-0.0512,5,-0.0814,6,-0.1093,59,-0.0605,63,-0.0605,63,-0.0605,63,0.0259,0.0374,0.056,0.0265,0.0259,0.0374,0.0259,0.0374,0.0259,0.0374,19.0,False,-0.0366,0.0,-0.0613,-0.1043,-0.1195,-0.0563,-0.0037,-0.6391,0.0,21.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2012-01-17,2012,5,-0.2009,-2.731,-0.1098,-0.102,-0.0723,-0.0182,-0.4188,True,0.0029,0.0653,-0.1862,-0.1661,3.0,True,0.0029,0.0653,-0.1862,-0.1661,3.0,0.2514,0.1676,False,-0.1098,63,-0.1098,63,-0.0809,55,-0.0809,55,-0.1185,56,-0.1387,57,-0.1098,63,-0.1098,63,-0.1862,-0.1661,0.063,0.0637,0.1576,0.1393,0.0774,0.0671,0.0688,0.0656,-1.0,False,-0.135,0.0,-0.2632,-0.3062,-0.43,-0.0468,-0.0328,,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2012-08-09,2012,2,-0.1204,-2.672,0.0089,-0.0192,-0.0863,-0.1658,-0.023,True,-0.04,-0.1178,0.0492,0.0255,3.0,True,-0.2005,-0.2493,-0.0759,-0.0834,10.0,0.1369,0.1845,True,0.1369,30,0.0833,50,0.0089,63,0.0089,63,0.0089,63,0.0089,63,0.0089,63,0.0089,63,-0.0136,-0.0418,-0.0054,-0.0416,-0.0136,-0.0418,-0.0136,-0.0418,-0.0136,-0.0418,20.0,False,-0.135,0.0,-0.271,-0.314,-0.43,-0.0468,-0.0328,,0.0,30.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2013-07-25,2013,4,-0.1208,-2.614,0.0738,0.0161,0.173,0.1009,0.4057,True,0.2527,0.1611,0.1429,0.0734,3.0,True,0.1406,0.0698,0.0964,0.0373,5.0,0.1374,0.2494,False,0.0738,63,0.0738,63,-0.0585,1,-0.0814,2,0.0738,63,0.0738,63,0.0738,63,0.0738,63,0.0964,0.0373,0.0156,0.0023,-0.026,-0.0377,0.0104,-0.0073,0.0417,0.0222,-1.0,False,-0.0832,0.0,-0.1352,-0.1782,-0.3314,-0.3527,-0.1356,,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2014-07-17,2014,5,-0.1109,-2.579,-0.1179,-0.0537,-0.0393,0.0194,0.4212,True,-0.11,-0.0472,-0.1455,-0.0847,1.0,True,-0.1321,-0.0922,-0.1823,-0.1233,4.0,0.1248,0.1675,True,0.1248,26,0.0581,33,-0.0598,46,-0.0821,56,-0.1316,58,-0.1316,58,-0.1179,63,-0.1179,63,0.0351,0.0233,-0.0217,-0.015,0.0786,0.0694,0.0351,0.0233,0.0351,0.0233,22.0,False,-0.0031,0.6584,-0.0034,-0.0464,-0.0117,-0.0733,-0.1714,,0.0,26.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2015-12-07,2015,4,-0.1571,-3.113,0.198,0.1712,0.2662,0.1688,-0.068,True,0.2138,0.1119,0.1897,0.1544,1.0,True,0.1821,0.0971,0.1821,0.1369,2.0,0.1864,0.3195,True,0.1864,30,0.1897,49,0.198,63,0.198,63,0.198,63,0.198,63,0.198,63,0.198,63,0.1422,0.1427,0.1022,0.103,0.0735,0.1171,0.1422,0.1427,0.1422,0.1427,28.0,True,0.0143,0.179,0.0156,-0.0274,0.0728,-0.198,-0.1188,,0.0,30.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2017-11-16,2017,4,-0.1119,-3.456,-0.4355,-0.4052,-0.3915,-0.4057,-0.1597,True,-0.3958,-0.4049,-0.4486,-0.4137,1.0,True,-0.3698,-0.3689,-0.3814,-0.3487,10.0,0.1259,0.0046,False,-0.4355,63,-0.4355,63,-0.0501,4,-0.085,7,-0.1047,13,-0.1806,14,-0.264,21,-0.308,36,-0.3814,-0.3487,-0.1061,-0.1133,-0.1012,-0.1201,-0.2438,-0.2582,-0.34,-0.3271,-1.0,False,-0.013,0.2534,-0.0142,-0.0572,-0.0972,0.2941,-0.1454,0.3253,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2018-01-05,2018,3,-0.1215,-3.224,-0.1964,-0.1265,-0.1784,-0.1797,-0.3411,True,-0.172,-0.1802,-0.204,-0.1372,1.0,True,-0.1036,-0.1191,-0.1353,-0.0719,5.0,0.1383,0.002,False,-0.1964,63,-0.1964,63,-0.0862,3,-0.0862,3,-0.1002,8,-0.1363,9,-0.2525,24,-0.1964,63,-0.1353,-0.0719,-0.1395,-0.0965,-0.1776,-0.1122,-0.1987,-0.1623,-0.2304,-0.1903,-1.0,True,0.0725,0.3186,0.1135,0.0705,0.4101,-0.1813,-0.0293,0.7629,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2018-09-04,2018,3,-0.1225,-2.991,-0.3212,-0.2664,-0.3492,-0.3449,0.124,True,-0.3333,-0.3343,-0.3214,-0.2498,3.0,True,-0.3102,-0.3251,-0.3645,-0.2856,8.0,0.1397,0.0056,False,-0.3212,63,-0.3212,63,-0.0866,2,-0.0866,2,-0.1061,12,-0.1257,38,-0.2598,59,-0.3352,62,-0.3645,-0.2856,0.0181,0.0223,-0.006,0.0211,-0.0572,0.0234,-0.006,0.049,-1.0,True,0.0725,0.3186,0.1582,0.1152,0.4101,-0.1813,-0.0293,0.7629,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2018-10-30,2018,2,-0.1276,-3.239,-0.2687,-0.3083,-0.2823,-0.3903,-0.1995,True,-0.2949,-0.387,-0.3051,-0.3392,1.0,True,-0.3386,-0.4135,-0.3793,-0.4112,4.0,0.1463,0.1429,False,-0.2687,63,-0.2687,63,-0.051,19,-0.0986,20,-0.1293,22,-0.1293,22,-0.2687,29,-0.3367,34,-0.3793,-0.4112,-0.1254,-0.1119,-0.2759,-0.2657,-0.3887,-0.3325,-0.2915,-0.2446,-1.0,True,0.0725,0.3186,0.1927,0.1497,0.4101,-0.1813,-0.0293,0.7629,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2020-03-09,2020,1,-0.2593,-6.611,0.4857,0.3851,0.3143,0.2051,0.2194,True,0.2318,0.1365,0.298,0.2395,1.0,True,0.2643,0.0628,0.1714,0.0163,13.0,0.35,0.7214,True,0.35,29,0.5643,41,-0.0571,2,-0.15,3,-0.15,3,-0.15,3,-0.2643,6,0.4857,63,0.5643,0.4551,0.2643,0.1903,0.5643,0.4551,0.5643,0.4551,0.5643,0.4551,16.0,False,-0.0187,0.2246,-0.105,-0.148,-0.0978,-0.0697,0.0318,-0.108,0.0,29.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2022-06-23,2022,2,-0.1632,-3.202,0.278,0.2906,0.253,0.2192,0.4535,True,0.2616,0.2383,0.1997,0.2383,1.0,True,0.1291,0.1277,0.1448,0.1941,2.0,0.195,0.5718,True,0.195,15,0.4321,50,0.278,63,0.278,63,0.278,63,0.278,63,0.278,63,0.278,63,0.3112,0.3201,0.3112,0.3201,0.3112,0.3201,0.3112,0.3201,0.3112,0.3201,13.0,True,0.2823,0.1148,0.3232,0.2802,0.8364,0.1734,0.2489,0.4232,0.0,15.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2022-12-19,2022,2,-0.1226,-3.663,-0.1661,-0.1834,-0.1481,-0.1679,0.1207,True,-0.1623,-0.1631,-0.1998,-0.1962,2.0,True,-0.1623,-0.1631,-0.1998,-0.1962,2.0,0.1397,0.0434,False,-0.1661,63,-0.1661,63,-0.1111,8,-0.1111,8,-0.1111,8,-0.1259,10,-0.1661,63,-0.1661,63,-0.1998,-0.1962,-0.0963,-0.1382,-0.1014,-0.1555,-0.1805,-0.2346,-0.1684,-0.1999,-1.0,True,0.2823,0.1148,0.2596,0.2166,0.8364,0.1734,0.2489,0.4232,0.0,
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2023-11-30,2023,5,-0.1014,-2.555,0.1183,0.0543,0.214,0.1211,0.3874,True,0.2313,0.1824,0.1976,0.1385,9.0,True,0.2036,0.1646,0.1704,0.1195,10.0,0.1129,0.2527,True,0.1129,63,0.214,126,-0.0548,4,-0.1151,7,-0.1151,7,-0.1344,8,0.1183,63,0.1183,63,0.2604,0.2034,0.026,0.0168,0.0438,0.0478,0.0462,0.0245,0.1124,0.0911,53.0,True,0.2166,0.1397,0.2171,0.1741,0.3512,0.2702,0.33,0.2831,0.0,63.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2024-01-19,2024,4,-0.1088,-2.716,0.2512,0.2081,0.1836,0.0983,0.0885,True,0.1657,0.0811,0.1966,0.1501,2.0,True,0.1657,0.0811,0.1966,0.1501,2.0,0.122,0.3803,True,0.122,22,0.2618,100,0.2512,63,0.2512,63,0.2512,63,0.2512,63,0.2512,63,0.2512,63,0.2171,0.1731,0.0297,0.0511,0.2171,0.1731,0.2171,0.1731,0.2171,0.1731,20.0,True,0.0653,0.1962,0.0718,0.0288,0.1994,0.0976,0.175,0.5919,0.0,22.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2025-04-07,2025,4,-0.1878,-4.23,0.2726,0.0957,0.3564,0.0287,0.1661,True,0.3702,0.0944,0.2652,0.1238,2.0,True,0.2797,-0.0071,0.2786,0.1255,4.0,0.2313,0.4168,True,0.2313,32,0.2883,55,-0.0827,1,-0.0827,1,0.2726,63,0.2726,63,0.2726,63,0.2726,63,0.2797,0.1534,0.1221,0.0642,0.1887,0.1027,0.2797,0.1534,0.2797,0.1534,28.0,True,0.0133,0.4268,0.0145,-0.0285,0.0395,-0.1555,0.1689,-0.6019,0.0,32.0
TSX,AAV,Advantage Oil & Gas Ltd.,Energy,TSX-SF,2026-04-01,2026,2,-0.1167,-4.317,0.0146,-0.0464,,,-0.006,True,,,0.0486,-0.0126,3.0,False,,,,,,0.1322,0.0583,False,0.0146,63,0.0146,63,-0.0593,10,-0.0816,11,0.0146,63,0.0146,63,0.0146,63,0.0146,63,,,,,,,,,,,,True,0.0314,0.4696,0.0307,-0.0123,0.0821,-0.0516,0.2138,-0.3768,0.0,
TSX,ABRA,AbraSilver Resource Corp.,Basic Materials,TSX-SF,2026-02-12,2026,1,-0.1503,-3.081,0.3891,0.3335,,,1.5446,True,,,0.2555,0.2325,1.0,True,,,0.1218,0.1025,5.0,0.1769,0.4258,True,0.1769,6,0.1102,12,-0.0517,2,-0.1154,23,-0.1154,23,-0.1327,24,-0.2541,25,0.3891,63,-0.0034,-0.0024,-0.0034,-0.0024,-0.0034,-0.0024,-0.0034,-0.0024,-0.0034,-0.0024,1.0,False,-0.7313,0.0,-0.0268,-0.0698,,,,,,6.0
TSX,ABRA,AbraSilver Resource Corp.,Basic Materials,TSX-SF,2026-03-20,2026,1,-0.14,-2.587,0.3678,0.2512,,,1.0884,True,,,0.2682,0.1704,1.0,False,,,,,,0.1628,0.9116,True,0.1628,6,0.5508,27,0.3678,63,0.3678,63,0.3678,63,0.3678,63,0.3678,63,0.3678,63,,,,,,,,,,,,False,-0.7313,0.0,-0.036,-0.079,,,,,,6.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2012-11-02,2012,2,-0.1278,-5.287,-0.0775,-0.1048,-0.4122,-0.4181,0.023,True,-0.3831,-0.4013,-0.0711,-0.1035,2.0,True,-0.3831,-0.4013,-0.0711,-0.1035,2.0,0.1465,0.0377,False,-0.0775,63,-0.0775,63,-0.0554,9,-0.0932,61,-0.0775,63,-0.0775,63,-0.0775,63,-0.0775,63,-0.0711,-0.1035,-0.0249,-0.0048,-0.0557,-0.0392,-0.0478,-0.0456,-0.0552,-0.0668,-1.0,True,0.1919,0.0,0.0996,0.0566,0.3133,0.0239,0.2049,0.2081,0.0262,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2013-04-12,2013,3,-0.1554,-5.519,-0.3176,-0.3277,-0.2134,-0.2584,-0.3316,True,0.0477,-0.0473,-0.1045,-0.1572,4.0,True,0.0609,-0.032,-0.0702,-0.1215,5.0,0.184,-0.0326,False,-0.3176,63,-0.3176,63,-0.1151,1,-0.1151,1,-0.1151,1,-0.1613,2,-0.2551,51,-0.3172,52,-0.0702,-0.1215,0.1319,0.0885,0.066,0.0099,0.1899,0.1448,0.0052,-0.0116,-1.0,False,-0.0304,0.0,-0.0224,-0.0654,-0.0457,-0.0639,0.181,0.3759,0.0452,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2013-11-01,2013,2,-0.1313,-2.685,0.1511,0.1399,0.0288,-0.0731,0.0993,True,0.0025,-0.091,0.1183,0.1076,1.0,True,-0.0318,-0.123,0.1654,0.1182,8.0,0.1512,0.2639,True,0.1512,53,0.1177,97,-0.0807,15,-0.0807,15,-0.1112,21,0.1511,63,0.1511,63,0.1511,63,0.0978,0.0299,-0.1175,-0.1126,-0.0774,-0.0582,-0.0141,-0.0303,0.044,0.0139,45.0,False,-0.0304,0.0,-0.0271,-0.0701,-0.0457,-0.0639,0.181,0.3759,0.0451,53.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2014-10-31,2014,3,-0.1139,-3.785,0.2204,0.2007,0.2033,0.1517,-0.2056,True,0.1809,0.1371,0.168,0.1319,1.0,True,0.1353,0.1038,0.1366,0.1087,5.0,0.1286,0.229,True,0.1286,54,0.1195,73,-0.0658,3,-0.0808,31,-0.1109,37,0.2204,63,0.2204,63,0.2204,63,0.0862,0.0458,-0.0109,-0.0146,-0.0306,0.0066,-0.0803,-0.0652,-0.0474,-0.0266,49.0,False,-0.766,1.9049,-0.583,-0.626,-0.8286,-0.1009,0.0959,0.7073,0.0252,54.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2014-12-16,2014,3,-0.1188,-2.645,0.1618,0.0888,0.2003,0.1348,-0.2413,True,0.1285,0.0976,0.1189,0.0676,1.0,True,0.1285,0.0976,0.1189,0.0676,1.0,0.1348,0.3581,True,0.1348,20,0.2371,41,0.1618,63,0.1618,63,0.1618,63,0.1618,63,0.1618,63,0.1618,63,0.182,0.1067,0.0795,0.0759,0.182,0.1067,0.182,0.1067,0.182,0.1067,19.0,False,-0.766,1.9049,-0.6442,-0.6872,-0.8286,-0.1009,0.0959,0.7073,0.0281,20.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2015-07-20,2015,1,-0.1596,-7.229,0.0743,0.1148,0.2404,0.4195,-0.1842,True,0.2391,0.4019,0.0197,0.0664,1.0,True,0.4968,0.6003,0.1026,0.1382,7.0,0.19,0.2983,False,0.0743,63,0.0743,63,-0.0626,5,-0.095,11,-0.1068,32,-0.132,35,0.0743,63,0.0743,63,0.1026,0.1382,0.1482,0.1877,0.0095,0.0401,-0.0985,-0.0397,-0.1081,-0.0197,-1.0,False,-0.2837,1.242,-0.2248,-0.2678,-0.2839,-0.0133,0.0471,0.3641,0.0369,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2015-08-26,2015,3,-0.1711,-3.391,0.1308,0.1292,1.1149,1.1585,-0.344,True,1.0904,1.1562,0.0992,0.124,1.0,True,0.8996,0.9632,0.008,0.0438,2.0,0.2064,1.1534,True,0.2064,33,0.1158,49,-0.0544,10,-0.0912,19,0.1308,63,0.1308,63,0.1308,63,0.1308,63,0.0275,0.0496,-0.0763,-0.0701,-0.1165,-0.0568,0.0275,0.029,0.0275,0.0496,31.0,False,-0.2837,1.242,-0.247,-0.29,-0.2839,-0.0133,0.0471,0.3641,0.0406,33.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2016-10-04,2016,2,-0.1223,-2.825,0.1305,0.0571,0.2793,0.202,0.3107,True,0.2313,0.157,0.0631,0.0025,1.0,True,0.2805,0.2101,0.0557,0.001,5.0,0.1393,0.3166,True,0.1393,18,0.0407,26,-0.0826,51,-0.0826,51,0.1305,63,0.1305,63,0.1305,63,0.1305,63,0.0095,0.0009,0.0095,0.0009,0.0095,0.0009,0.0095,0.0009,0.0095,0.0009,13.0,False,-0.3954,1.3617,-0.1018,-0.1448,-0.3143,0.1197,-0.0374,0.3641,0.0088,18.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2016-11-11,2016,2,-0.1301,-3.087,0.2669,0.1844,0.1533,0.0795,-0.0025,True,0.115,0.08,0.21,0.1363,2.0,True,0.115,0.08,0.21,0.1363,2.0,0.1496,0.3418,True,0.1496,48,0.2253,73,-0.0675,24,0.2669,63,0.2669,63,0.2669,63,0.2669,63,0.2669,63,0.175,0.1314,-0.0164,-0.0414,-0.0647,-0.0946,0.0588,0.0137,0.0779,0.0315,46.0,False,-0.3954,1.3617,-0.1035,-0.1465,-0.3143,0.1197,-0.0374,0.3641,0.0089,48.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2017-04-25,2017,1,-0.1097,-4.987,-0.1213,-0.0868,-0.1136,-0.1206,0.1429,True,-0.1873,-0.2028,-0.1217,-0.0912,1.0,True,-0.1963,-0.225,-0.0251,0.0107,11.0,0.1232,0.0162,False,-0.1213,63,-0.1213,63,-0.0538,34,-0.0902,36,-0.1226,48,-0.1226,48,-0.1213,63,-0.1213,63,-0.0251,0.0107,-0.0156,-0.0052,-0.0152,-0.005,-0.0457,-0.0192,-0.0784,-0.0475,-1.0,True,0.0825,0.9851,0.0209,-0.0221,0.0765,0.1769,-0.0977,-0.3397,0.0074,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2018-07-26,2018,4,-0.1091,-4.276,0.1679,0.2632,0.1452,0.2106,-0.0936,True,0.186,0.2428,0.141,0.243,1.0,False,,,,,,0.1224,0.3103,True,0.1224,52,0.2054,101,-0.0602,12,-0.0941,13,-0.1017,14,0.1679,63,0.1679,63,0.1679,63,,,,,,,,,,,,True,0.1549,0.6867,0.0717,0.0287,0.1717,0.0799,-0.1046,1.1935,0.0128,52.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2019-09-06,2019,2,-0.1046,-3.942,-0.0345,-0.0538,0.1649,0.2871,0.5619,True,0.0266,0.2736,-0.0022,-0.0227,3.0,True,0.0399,0.3755,-0.0453,-0.055,10.0,0.1168,0.2506,False,-0.0345,63,-0.0345,63,-0.0658,26,-0.0815,32,-0.0345,63,-0.0345,63,-0.0345,63,-0.0345,63,-0.0453,-0.055,-0.083,-0.0543,-0.112,-0.0819,-0.1042,-0.0906,-0.0752,-0.0815,-1.0,False,-0.2035,0.7532,-0.0466,-0.0896,-0.2133,0.0504,-0.1036,1.1935,0.0122,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2020-03-13,2020,3,-0.2052,-6.037,0.5139,0.4016,0.8297,0.637,0.2019,True,0.7339,0.4045,0.4701,0.2274,1.0,True,0.5786,0.294,0.3107,0.0875,2.0,0.2582,0.8599,True,0.2582,7,0.1923,12,0.5139,63,0.5139,63,0.5139,63,0.5139,63,0.5139,63,0.5139,63,0.0278,-0.0269,0.0278,-0.0269,0.0278,-0.0269,0.0278,-0.0269,0.0278,-0.0269,5.0,False,-0.2035,0.7532,-0.0501,-0.0931,-0.2133,0.0504,-0.1036,1.1935,0.0172,7.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2020-11-10,2020,2,-0.1018,-2.797,-0.1509,-0.2617,-0.1484,-0.2984,-0.0082,True,-0.1357,-0.3036,-0.1692,-0.2824,2.0,False,,,,,,0.1133,0.0065,False,-0.1509,63,-0.1509,63,-0.0533,6,-0.1009,9,-0.1009,9,-0.1243,10,-0.1509,63,-0.1509,63,,,,,,,,,,,,True,0.1852,0.2538,0.0822,0.0392,0.4085,0.1165,-0.0104,0.5832,0.0142,
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2021-02-19,2021,4,-0.1134,-2.56,0.2049,0.1419,0.0023,-0.104,-0.2119,True,-0.0046,-0.1165,0.152,0.0917,1.0,True,-0.0046,-0.1165,0.152,0.0917,1.0,0.128,0.2287,True,0.128,41,0.1293,80,0.2049,63,0.2049,63,0.2049,63,0.2049,63,0.2049,63,0.2049,63,0.0836,-0.0149,0.0027,-0.0265,-0.0155,-0.0292,0.0147,-0.0226,0.0836,-0.0149,40.0,True,0.1852,0.2538,0.111,0.068,0.4085,0.1165,-0.0104,0.5832,0.0193,41.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2022-11-03,2022,2,-0.1263,-4.283,0.3793,0.3004,0.5287,0.4611,-0.2619,True,0.4107,0.3524,0.3011,0.2405,1.0,True,0.371,0.3178,0.2755,0.2152,2.0,0.1446,0.5609,True,0.1446,3,0.3467,67,0.3793,63,0.3793,63,0.3793,63,0.3793,63,0.3793,63,0.3793,63,0.2329,0.179,0.2329,0.179,0.2329,0.179,0.2329,0.179,0.2329,0.179,1.0,True,0.0848,0.2266,0.0735,0.0305,0.1687,0.1621,0.0697,0.1512,0.0571,3.0
TSX,ABX,Barrick Gold Corp,Basic Materials,TSX-SF,2024-01-18,2024,4,-0.1138,-3.296,0.1237,0.0779,0.229,0.134,0.0383,True,0.22,0.1346,0.1293,0.0862,1.0,True,0.2026,0.118,0.0643,0.0179,3.0,0.1284,0.2725,True,0.1284,52,0.0819,65,-0.0587,16,-0.0845,18,0.1237,63,0.1237,63,0.1237,63,0.1237,63,0.0508,0.011,-0.1108,-0.0894,-0.0997,-0.1132,-0.0075,-0.0341,-0.0141,-0.0592,49.0,True,0.019,0.23,0.013,-0.03,0.0392,0.0392,0.0563,-0.2758,0.0275,52.0
