market,ticker,name,sector,exchange,date,year,window_len,raw,z,fwd_3m,excess_3m,fwd_6m,excess_6m,momentum_6m,up1_conf,up1_fwd6m,up1_exc6m,up1_fwd3m,up1_exc3m,up1_days,confirmed_conf,confirmed_fwd6m,confirmed_exc6m,confirmed_fwd3m,confirmed_exc3m,confirmed_days,pre_drop_target_ret,mfe,recovered,r_target,hold_target,r_trail,hold_trail,r_sl5,hold_sl5,r_sl8,hold_sl8,r_sl10,hold_sl10,r_sl12,hold_sl12,r_sl25,hold_sl25,r_sl30,hold_sl30,ce_trail,ce_trail_exc,ce_te15,ce_te15_exc,ce_te21,ce_te21_exc,ce_te30,ce_te30_exc,ce_te42,ce_te42_exc,ce_rec_days,profitable,roe,de,earnings_yield,ey_minus_bond,npat_margin,fcf_margin,rev_growth,eps_growth,div_yield,days_to_recover
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2013-04-15,2013,2,-0.1393,-3.577,0.3152,0.2716,0.4466,0.3694,-0.3522,True,0.3366,0.2676,0.2874,0.2546,1.0,True,0.3743,0.2793,0.2142,0.1614,3.0,0.1618,0.6482,True,0.1618,7,0.2644,24,0.3152,63,0.3152,63,0.3152,63,0.3152,63,0.3152,63,0.3152,63,0.2043,0.1529,0.2043,0.1529,0.2043,0.1529,0.2043,0.1529,0.2043,0.1529,4.0,True,0.1786,0.0,0.031,-0.012,0.3581,0.3863,0.3479,0.9826,0.022,7.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2013-06-24,2013,4,-0.1579,-2.512,0.435,0.3495,0.0916,-0.0444,-0.2722,True,0.0598,-0.0662,0.3915,0.3223,1.0,True,0.0173,-0.1057,0.2559,0.2016,4.0,0.1874,0.5491,True,0.1874,12,0.2396,29,0.435,63,0.435,63,0.435,63,0.435,63,0.435,63,0.435,63,0.1005,0.0724,0.1005,0.0724,0.1005,0.0724,0.1005,0.0724,0.1005,0.0724,8.0,True,0.1786,0.0,0.0291,-0.0139,0.3581,0.3863,0.3479,0.9826,0.0206,12.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2014-01-16,2014,1,-0.172,-5.597,-0.0863,-0.1308,-0.0595,-0.1588,-0.016,True,-0.0792,-0.1692,-0.1015,-0.1375,2.0,True,0.0259,-0.0998,-0.0095,-0.0916,13.0,0.2078,0.0646,False,-0.0863,63,-0.0863,63,-0.0884,5,-0.0884,5,-0.1158,6,-0.1273,15,-0.0863,63,-0.0863,63,-0.0095,-0.0916,0.0097,-0.0409,0.0681,0.0113,0.0535,-0.0079,0.0331,-0.0327,-1.0,True,0.0478,0.6106,0.0095,-0.0335,0.1375,0.0953,0.1624,0.0129,0.0211,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2015-01-23,2015,2,-0.2276,-4.152,0.0893,0.0468,-0.3934,-0.3532,-0.0456,True,-0.3836,-0.3326,0.1872,0.1527,2.0,True,-0.3596,-0.3321,0.2617,0.2304,6.0,0.2947,0.1865,False,0.0893,63,0.0893,63,-0.0747,3,-0.1333,4,-0.1333,4,-0.1333,4,0.0893,63,0.0893,63,0.2617,0.2304,0.0658,0.048,0.0877,0.0755,0.0322,0.0323,0.0424,0.0339,-1.0,False,-0.0027,0.4014,-0.0008,-0.0438,-0.0125,-0.149,-0.0017,-0.1088,0.0335,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2015-07-07,2015,1,-0.1016,-3.893,-0.1019,-0.0351,-0.1813,-0.0325,-0.209,True,-0.228,-0.0652,0.295,0.3418,10.0,False,,,,,,0.1131,0.0207,False,-0.1019,63,-0.1019,63,-0.0764,6,-0.0876,7,-0.1513,8,-0.1513,8,-0.3057,9,-0.3057,9,,,,,,,,,,,,False,-0.0027,0.4014,-0.0009,-0.0439,-0.0125,-0.149,-0.0017,-0.1088,0.0253,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2016-01-15,2016,2,-0.1542,-2.669,1.1321,1.0026,2.3164,2.1168,-0.2633,True,2.2667,2.0498,1.1235,0.9746,1.0,True,2.3397,2.1612,1.2507,1.1309,5.0,0.1823,2.6547,True,0.1823,8,0.4155,17,-0.0563,2,-0.0885,3,1.1321,63,1.1321,63,1.1321,63,1.1321,63,0.5349,0.5435,0.5349,0.5435,0.5349,0.5435,0.5349,0.5435,0.5349,0.5435,3.0,False,-0.2952,0.1858,-0.3486,-0.3916,-1.4331,-0.2903,0.1341,-0.1821,0.0141,8.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2016-05-24,2016,1,-0.1202,-2.511,0.3168,0.2586,0.0971,0.0149,1.1822,True,0.0309,-0.0422,0.1914,0.1507,1.0,True,0.0539,-0.0125,0.1323,0.0883,5.0,0.1366,0.6907,True,0.1366,8,0.5466,36,0.3168,63,0.3168,63,0.3168,63,0.3168,63,0.3168,63,0.3168,63,0.4839,0.452,0.4839,0.452,0.4839,0.452,0.4839,0.452,0.4839,0.452,3.0,False,-0.2952,0.1858,-0.1613,-0.2043,-1.4331,-0.2903,0.1341,-0.1821,0.0035,8.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2016-11-11,2016,2,-0.146,-2.694,0.2837,0.2012,0.0513,-0.0225,0.1317,True,0.0473,-0.0174,0.2704,0.1891,1.0,False,,,,,,0.1709,0.3419,True,0.1709,36,0.1535,51,-0.0523,14,0.2837,63,0.2837,63,0.2837,63,0.2837,63,0.2837,63,,,,,,,,,,,,False,-0.2952,0.1858,-0.1508,-0.1938,-1.4331,-0.2903,0.1341,-0.1821,0.0032,36.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2017-09-11,2017,1,-0.161,-6.529,-0.0557,-0.1259,-0.235,-0.2754,0.1216,True,-0.249,-0.2827,-0.109,-0.1724,1.0,True,-0.2537,-0.2897,-0.1167,-0.182,2.0,0.1919,0.0628,False,-0.0557,63,-0.0557,63,-0.0639,32,-0.0802,44,-0.1023,60,-0.0557,63,-0.0557,63,-0.0557,63,-0.1167,-0.182,-0.0534,-0.0927,-0.0143,-0.0592,-0.1045,-0.155,-0.1201,-0.1795,-1.0,False,-0.0102,0.1733,-0.0053,-0.0483,-0.0371,-0.0224,0.1623,-0.2193,0.0032,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2018-02-22,2018,3,-0.1051,-2.607,0.1243,0.0853,-0.1174,-0.1702,-0.285,True,-0.0804,-0.1263,0.0951,0.0671,1.0,False,,,,,,0.1175,0.242,True,0.1175,35,0.0385,57,0.1243,63,0.1243,63,0.1243,63,0.1243,63,0.1243,63,0.1243,63,,,,,,,,,,,,True,0.0099,0.0028,0.0107,-0.0323,0.049,-0.0105,0.1051,-0.3894,0.0042,35.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2018-08-09,2018,4,-0.113,-2.907,-0.2023,-0.1377,-0.0666,-0.0189,-0.0349,True,-0.0696,-0.0232,-0.2429,-0.1785,1.0,True,0.0951,0.1127,-0.2536,-0.1713,11.0,0.1274,0.0462,False,-0.2023,63,-0.2023,63,-0.0701,4,-0.1003,5,-0.1003,5,-0.1306,18,-0.2023,63,-0.2023,63,-0.2536,-0.1713,-0.0135,0.0032,0.0253,0.0374,-0.0101,0.0206,-0.0319,0.0557,-1.0,True,0.0099,0.0028,0.0107,-0.0323,0.049,-0.0105,0.1051,-0.3894,0.0042,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2018-12-14,2018,4,-0.1844,-2.965,0.689,0.5799,0.841,0.7103,-0.3691,True,0.7437,0.5941,0.6379,0.5122,1.0,True,0.7437,0.5941,0.6379,0.5122,1.0,0.2261,0.8713,True,0.2261,6,0.6462,72,0.689,63,0.689,63,0.689,63,0.689,63,0.689,63,0.689,63,0.5237,0.3938,0.5237,0.3938,0.5237,0.3938,0.5237,0.3938,0.5237,0.3938,5.0,True,0.0099,0.0028,0.0169,-0.0261,0.049,-0.0105,0.1051,-0.3894,0.0069,6.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2019-09-30,2019,4,-0.1339,-2.669,0.0187,-0.0056,-0.0767,0.1202,0.2424,True,0.0405,0.2375,-0.0188,-0.0651,2.0,True,0.0411,0.2148,-0.0336,-0.0773,4.0,0.1546,0.2021,False,0.0187,63,0.0187,63,-0.1442,10,-0.1442,10,-0.1442,10,-0.1442,10,0.0187,63,0.0187,63,-0.0336,-0.0773,-0.1753,-0.1715,-0.111,-0.1251,-0.0958,-0.1308,-0.0517,-0.0789,-1.0,False,-0.0279,0.0016,-0.0237,-0.0667,-0.1114,-0.0117,0.1823,-0.2864,0.0071,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2020-03-13,2020,2,-0.2798,-7.164,0.956,0.8437,1.4783,1.2856,-0.11,True,1.0282,0.6988,0.6556,0.4129,1.0,True,0.5068,0.2222,0.209,-0.0141,2.0,0.3886,1.8432,True,0.3886,2,0.3478,3,0.956,63,0.956,63,0.956,63,0.956,63,0.956,63,0.956,63,-0.2439,-0.1782,-0.2439,-0.1782,-0.2439,-0.1782,-0.2439,-0.1782,-0.2439,-0.1782,2.0,False,-0.0279,0.0016,-0.0336,-0.0766,-0.1114,-0.0117,0.1823,-0.2864,0.0076,2.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2020-11-24,2020,2,-0.1099,-2.501,-0.0531,-0.1081,0.0849,-0.0598,-0.0105,True,0.0522,-0.0945,-0.1422,-0.1854,1.0,True,-0.0367,-0.1896,-0.1451,-0.193,5.0,0.1235,0.2381,True,0.1235,9,0.1192,20,-0.0749,59,-0.0531,63,-0.0531,63,-0.0531,63,-0.0531,63,-0.0531,63,0.0095,-0.0053,0.0095,-0.0053,0.0095,-0.0053,0.0095,-0.0053,0.0095,-0.0053,4.0,True,0.0357,0.0003,0.0237,-0.0193,0.1407,-0.0047,0.3208,0.7643,0.0077,9.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2021-08-09,2021,3,-0.1035,-2.59,0.0585,0.0038,-0.0392,-0.0851,0.0457,True,-0.0955,-0.143,0.1113,0.0672,2.0,True,-0.038,-0.0787,0.1254,0.0645,4.0,0.1155,0.1669,False,0.0585,63,0.0585,63,-0.0509,36,0.0585,63,0.0585,63,0.0585,63,0.0585,63,0.0585,63,0.0395,-0.0061,0.0402,0.0255,0.0165,0.0148,-0.0651,-0.0624,0.0436,0.0289,61.0,True,0.0506,0.0,0.0378,-0.0052,0.1928,0.0902,0.1607,0.6651,0.0118,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2021-10-29,2021,2,-0.1026,-3.709,-0.0523,-0.0552,0.0679,0.0843,0.0032,True,0.0779,0.0939,-0.0666,-0.0701,1.0,True,-0.0811,0.0003,-0.128,-0.1285,7.0,0.1144,0.2477,True,0.1144,7,0.0937,17,-0.0917,54,-0.0917,54,-0.0523,63,-0.0523,63,-0.0523,63,-0.0523,63,-0.0186,-0.012,-0.0186,-0.012,-0.0186,-0.012,-0.0186,-0.012,-0.0186,-0.012,1.0,True,0.0506,0.0,0.0388,-0.0042,0.1928,0.0902,0.1607,0.6651,0.0134,7.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2024-11-12,2024,5,-0.1046,-2.511,0.3078,0.2821,0.334,0.3031,0.3412,True,0.3782,0.3414,0.2684,0.2511,2.0,True,0.3559,0.3283,0.2561,0.2971,15.0,0.1168,0.6889,True,0.1168,21,0.0441,26,0.3078,63,0.3078,63,0.3078,63,0.3078,63,0.3078,63,0.3078,63,-0.0432,-0.0011,-0.0432,-0.0011,-0.0432,-0.0011,-0.0432,-0.0011,-0.0432,-0.0011,6.0,True,0.0718,0.0,0.0201,-0.0229,0.2052,0.121,0.0944,0.2115,0.0055,21.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2025-05-02,2025,2,-0.1342,-4.319,0.0044,-0.075,0.29,0.0805,0.3477,True,0.1939,0.0006,0.0201,-0.0848,1.0,True,0.1454,-0.0417,-0.0342,-0.1376,3.0,0.155,0.5457,False,0.0044,63,0.0044,63,0.0044,63,0.0044,63,0.0044,63,0.0044,63,0.0044,63,0.0044,63,-0.0342,-0.1376,-0.0562,-0.0979,-0.0282,-0.0786,-0.0265,-0.0799,-0.0481,-0.1174,-1.0,True,0.0793,0.0698,0.0199,-0.0231,0.2111,0.1751,0.1454,0.2247,0.0041,
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2025-10-21,2025,3,-0.1557,-4.006,0.2506,0.1515,0.3908,0.2548,0.2733,True,0.3537,0.2226,0.3075,0.2067,1.0,True,0.2215,0.0948,0.2779,0.1826,6.0,0.1845,0.7031,True,0.1845,28,0.2189,60,0.2506,63,0.2506,63,0.2506,63,0.2506,63,0.2506,63,0.2506,63,0.2191,0.1231,0.0713,0.0669,0.1643,0.1287,0.2191,0.1231,0.2191,0.1231,22.0,True,0.0793,0.0698,0.0153,-0.0277,0.2111,0.1751,0.1454,0.2247,0.0032,28.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2026-01-30,2026,2,-0.1629,-4.114,0.0623,0.0007,,,0.7357,True,,,0.0146,-0.0218,2.0,True,,,0.0146,-0.0218,2.0,0.1946,0.4992,True,0.1946,7,0.1389,9,0.0623,63,0.0623,63,0.0623,63,0.0623,63,0.0623,63,0.0623,63,0.1003,0.098,0.1003,0.098,0.1003,0.098,0.1003,0.098,0.1003,0.098,5.0,True,0.2031,0.0451,0.0426,-0.0004,0.4897,0.1473,0.1973,0.4243,0.0028,7.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2026-03-20,2026,3,-0.1576,-2.655,-0.2036,-0.3202,,,0.3609,True,,,-0.1782,-0.276,1.0,True,,,-0.1782,-0.276,1.0,0.1871,0.2831,True,0.1871,8,0.155,21,-0.0611,53,-0.1279,56,-0.1279,56,-0.1279,56,-0.2036,63,-0.2036,63,0.1049,0.0446,0.1049,0.0446,0.1049,0.0446,0.1049,0.0446,0.1049,0.0446,7.0,True,0.2031,0.0451,0.0408,-0.0022,0.4897,0.1473,0.1973,0.4243,0.003,8.0
TSX,AGI,Alamos Gold Inc,Basic Materials,TSX-SF,2026-06-19,2026,1,-0.1844,-5.039,,,,,0.0024,True,,,,,1.0,False,,,,,,0.2261,0.1045,False,-0.0549,20,-0.0549,20,-0.0532,18,-0.0549,20,-0.0549,20,-0.0549,20,-0.0549,20,-0.0549,20,,,,,,,,,,,,True,0.2031,0.0451,0.0512,0.0082,0.4897,0.1473,0.1973,0.4243,0.0043,
TSX,AGMR,Silver Mountain Resources Inc.,Basic Materials,TSX-SF,2026-06-05,2026,1,-0.1715,-2.53,,,,,,True,,,,,4.0,True,,,,,5.0,0.207,0.1075,False,-0.2124,30,-0.2124,30,-0.0753,3,-0.0887,12,-0.1532,13,-0.1532,13,-0.2124,30,-0.2124,30,-0.239,-0.2396,-0.1506,-0.1585,-0.1974,-0.2084,-0.239,-0.2396,-0.239,-0.2396,-1.0,False,-1.3457,0.0,-0.1549,-0.1979,,,,,,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2018-05-10,2018,5,-0.1023,-3.621,0.0643,0.0413,-0.1141,-0.0712,-0.0917,True,-0.1446,-0.0848,0.0997,0.0924,4.0,True,-0.1463,-0.0678,0.0787,0.0693,7.0,0.1139,0.1012,False,0.0643,63,0.0643,63,0.0643,63,0.0643,63,0.0643,63,0.0643,63,0.0643,63,0.0643,63,0.0787,0.0693,0.0479,0.0389,0.0552,0.0381,0.0355,0.0256,0.0398,0.0218,-1.0,True,0.2655,0.3641,0.1184,0.0754,0.2296,0.0953,0.1072,0.4516,0.0232,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2018-11-08,2018,1,-0.129,-7.078,-0.0711,-0.0891,0.1437,0.0825,0.0198,True,0.2585,0.1755,0.1058,0.06,5.0,False,,,,,,0.1481,0.1437,False,-0.0711,63,-0.0711,63,-0.0765,2,-0.089,3,-0.1042,4,-0.1345,28,-0.0711,63,-0.0711,63,,,,,,,,,,,,True,0.2655,0.3641,0.1282,0.0852,0.2296,0.0953,0.1072,0.4516,0.0252,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2020-11-13,2020,1,-0.1035,-3.764,-0.017,-0.126,0.1042,-0.0637,0.4947,True,0.2565,0.1069,0.085,0.008,5.0,True,0.2565,0.1069,0.085,0.008,5.0,0.1154,0.2634,False,-0.017,63,-0.017,63,-0.0522,2,-0.017,63,-0.017,63,-0.017,63,-0.017,63,-0.017,63,0.085,0.008,0.0156,-0.0155,0.0392,0.0109,0.0112,-0.0363,0.0545,0.0059,-1.0,True,0.0506,0.3844,0.0105,-0.0325,0.0346,0.0884,0.0909,0.0201,0.0124,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2022-02-04,2022,2,-0.13,-5.861,-0.1133,-0.0832,0.0387,0.1141,0.013,True,0.0319,0.1017,-0.1392,-0.0696,2.0,True,0.0319,0.1017,-0.1392,-0.0696,2.0,0.1494,0.0387,False,-0.1133,63,-0.1133,63,-0.0519,11,-0.0908,19,-0.1057,20,-0.1271,62,-0.1133,63,-0.1133,63,-0.1392,-0.0696,-0.054,-0.0483,-0.0746,-0.0842,-0.0758,-0.1017,-0.0386,-0.0619,-1.0,True,0.0436,0.4867,0.0145,-0.0285,0.0411,0.073,0.0714,0.0874,0.0121,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2023-05-05,2023,1,-0.1484,-9.214,0.0173,0.0322,0.12,0.1588,0.1035,True,0.1785,0.223,0.0514,0.059,3.0,False,,,,,,0.1742,0.2073,False,0.0173,63,0.0173,63,-0.0593,2,-0.0851,5,0.0173,63,0.0173,63,0.0173,63,0.0173,63,,,,,,,,,,,,False,-0.0015,0.5298,-0.0006,-0.0436,-0.0012,0.0715,0.0907,-0.3334,0.0141,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2023-11-10,2023,1,-0.2184,-10.085,0.211,0.1391,0.2637,0.1312,0.1785,True,0.2392,0.1263,0.1892,0.146,2.0,True,0.2392,0.1263,0.1892,0.146,2.0,0.2795,0.4252,False,0.211,63,0.211,63,0.211,63,0.211,63,0.211,63,0.211,63,0.211,63,0.211,63,0.1892,0.146,0.0087,-0.0089,0.0267,-0.0035,0.1031,0.0579,0.1526,0.1064,-1.0,False,-0.0015,0.5298,-0.0007,-0.0437,-0.0012,0.0715,0.0907,-0.3334,0.0162,
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2025-11-07,2025,1,-0.1203,-6.593,-0.0985,-0.2025,-0.1032,-0.2446,0.0328,True,-0.1433,-0.2744,-0.104,-0.2009,1.0,True,-0.1859,-0.3054,-0.1768,-0.2703,2.0,0.1367,0.2052,True,0.1367,10,0.1051,47,-0.1153,59,-0.1153,59,-0.1153,59,-0.1234,60,-0.0985,63,-0.0985,63,0.039,-0.0475,0.039,-0.0475,0.039,-0.0475,0.039,-0.0475,0.039,-0.0475,8.0,True,0.0217,0.4567,0.008,-0.035,0.0258,0.1394,-0.0023,-0.0857,0.0128,10.0
TSX,AIF,Altus Group Limited,Real Estate,TSX-SF,2026-02-03,2026,1,-0.1059,-5.446,0.0695,0.0331,,,-0.1911,True,,,0.0806,0.0311,3.0,True,,,0.0806,0.0311,3.0,0.1184,0.2233,True,0.1184,17,0.0392,26,-0.0687,7,0.0695,63,0.0695,63,0.0695,63,0.0695,63,0.0695,63,0.0457,0.0343,0.0457,0.0343,0.0457,0.0343,0.0457,0.0343,0.0457,0.0343,14.0,False,-0.0346,0.3368,-0.0107,-0.0537,-0.0315,0.1561,-0.0217,-0.1387,0.0145,17.0
TSX,AII,Almonty Industries Inc,Basic Materials,TSX-SF,2026-06-05,2026,1,-0.2104,-3.464,,,,,2.0231,True,,,,,1.0,True,,,,,6.0,0.2665,0.1749,False,-0.1396,30,-0.1396,30,-0.0621,3,-0.0837,23,-0.133,27,-0.133,27,-0.1396,30,-0.1396,30,-0.2204,-0.2114,-0.1393,-0.1392,-0.2144,-0.2184,-0.2204,-0.2114,-0.2204,-0.2114,-1.0,False,-0.4525,0.4531,-0.0251,-0.0681,-4.9798,-2.46,0.0532,,0.0,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2014-11-14,2014,2,-0.1356,-6.726,-0.0096,-0.0394,-0.075,-0.0937,-0.0874,True,-0.0234,-0.0381,-0.0337,-0.0465,3.0,False,,,,,,0.1568,0.0296,False,-0.0096,63,-0.0096,63,-0.0523,36,-0.0825,50,-0.0096,63,-0.0096,63,-0.0096,63,-0.0096,63,,,,,,,,,,,,False,-0.6481,1.8725,-0.4294,-0.4724,-0.2978,0.0571,0.0279,0.29,0.0533,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2015-02-27,2015,1,-0.1045,-5.668,0.1331,0.1475,-0.1191,-0.0292,-0.187,True,-0.1574,-0.0653,0.0816,0.0941,1.0,False,,,,,,0.1167,0.1455,True,0.1167,61,0.0506,84,0.1331,63,0.1331,63,0.1331,63,0.1331,63,0.1331,63,0.1331,63,,,,,,,,,,,,False,-0.0522,1.6746,-0.0393,-0.0823,-0.0163,0.1163,0.1143,0.29,0.0612,61.0
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2015-08-17,2015,2,-0.1019,-5.098,-0.2303,-0.1647,-0.3193,-0.2222,-0.0221,True,-0.3548,-0.2659,-0.3048,-0.2405,1.0,True,-0.3548,-0.2659,-0.3048,-0.2405,1.0,0.1134,0.0487,False,-0.2303,63,-0.2303,63,-0.0597,7,-0.1891,62,-0.1891,62,-0.1891,62,-0.2303,63,-0.2303,63,-0.3048,-0.2405,-0.0847,-0.038,-0.0927,-0.0641,-0.0581,0.0044,-0.0234,0.0073,-1.0,False,-0.0522,1.6746,-0.0424,-0.0854,-0.0163,0.1163,0.1143,0.29,0.0679,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2015-11-13,2015,1,-0.1399,-7.645,-0.1896,-0.1498,-0.1762,-0.2387,-0.1583,True,-0.1667,-0.1978,-0.0918,-0.0481,3.0,True,-0.1648,-0.1979,-0.093,-0.0464,4.0,0.1627,0.0363,False,-0.1896,63,-0.1896,63,-0.0508,1,-0.1067,2,-0.1067,2,-0.1731,55,-0.1896,63,-0.1896,63,-0.093,-0.0464,0.0998,0.1337,0.0549,0.0883,0.111,0.1521,0.0516,0.1583,-1.0,False,-0.0522,1.6746,-0.0523,-0.0953,-0.0163,0.1163,0.1143,0.29,0.0849,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2016-02-03,2016,3,-0.1474,-3.157,0.0363,-0.0462,0.0827,-0.071,-0.3247,True,0.0539,-0.0928,0.0147,-0.0524,1.0,False,,,,,,0.1729,0.1529,False,0.0363,63,0.0363,63,-0.0602,6,0.0363,63,0.0363,63,0.0363,63,0.0363,63,0.0363,63,,,,,,,,,,,,True,0.0002,2.6169,0.0002,-0.0428,0.0,0.0822,0.0366,-0.6228,0.1041,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2017-05-12,2017,2,-0.5666,-28.96,-0.4393,-0.4124,-0.1499,-0.1813,0.2524,True,0.4016,0.3585,-0.2716,-0.2499,8.0,True,0.4016,0.3585,-0.2716,-0.2499,8.0,1.3075,-0.0698,False,-0.4393,63,-0.4393,63,-0.0698,1,-0.1783,2,-0.1783,2,-0.1783,2,-0.3153,4,-0.3153,4,-0.2716,-0.2499,-0.4173,-0.4011,-0.2992,-0.2933,-0.3543,-0.3294,-0.3819,-0.3684,-1.0,False,-0.574,7.7628,-0.2146,-0.2576,-0.0377,0.1328,-0.0362,-0.9138,0.2289,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2017-06-14,2017,1,-0.2679,-3.512,0.5359,0.5357,1.281,1.2173,-0.7587,True,1.1473,1.0914,0.4663,0.4634,2.0,True,1.1473,1.0914,0.4663,0.4634,2.0,0.366,1.4444,True,0.366,41,0.3333,45,-0.0523,32,0.5359,63,0.5359,63,0.5359,63,0.5359,63,0.5359,63,0.2515,0.2674,0.0307,0.0365,0.0246,0.0274,-0.1104,-0.1072,0.2515,0.2674,39.0,False,-0.574,7.7628,-0.5429,-0.5859,-0.0377,0.1328,-0.0362,-0.9138,0.5791,41.0
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2018-02-01,2018,1,-0.2507,-10.361,-0.2842,-0.2691,0.2446,0.21,1.5587,True,0.618,0.556,-0.1416,-0.1725,2.0,False,,,,,,0.3345,0.259,False,-0.2842,63,-0.2842,63,-0.1691,1,-0.1691,1,-0.1691,1,-0.1691,1,-0.3849,10,-0.3849,10,,,,,,,,,,,,False,1.1132,-3.6979,-1.2191,-1.2621,-1.1654,0.8445,-0.365,-0.9138,0.1594,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2019-05-23,2019,3,-0.1192,-5.519,-0.1379,-0.1434,0.0398,-0.0119,0.1475,True,0.1279,0.0642,-0.1046,-0.123,5.0,False,,,,,,0.1353,0.0583,False,-0.1379,63,-0.1379,63,-0.0504,3,-0.1061,4,-0.1061,4,-0.1273,53,-0.1379,63,-0.1379,63,,,,,,,,,,,,False,0.2442,-1.0203,-0.2393,-0.2823,-0.4309,0.6882,-0.3692,,0.0,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2019-08-08,2019,3,-0.1084,-3.039,0.1155,0.091,0.0334,-0.0428,-0.0107,True,0.0304,-0.0644,0.1185,0.0788,2.0,True,0.0309,-0.0686,0.213,0.1687,7.0,0.1216,0.2036,True,0.1216,59,0.1033,98,-0.079,5,0.1155,63,0.1155,63,0.1155,63,0.1155,63,0.1155,63,0.1204,0.0717,0.0093,-0.005,0.0803,0.0498,0.0031,-0.0057,0.0679,0.0634,52.0,False,0.2442,-1.0203,-0.2742,-0.3172,-0.4309,0.6882,-0.3692,,0.0,59.0
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2020-03-10,2020,4,-0.2222,-6.324,0.1992,0.1406,0.4448,0.3495,0.1068,True,0.6635,0.4707,0.2552,0.1429,3.0,True,0.6635,0.4707,0.2552,0.1429,3.0,0.2858,0.4864,False,0.1992,63,0.1992,63,-0.1053,1,-0.1053,1,-0.1053,1,-0.1504,2,0.1992,63,0.1992,63,0.2552,0.1429,-0.1183,-0.0616,-0.0618,-0.1014,-0.0662,-0.1337,0.151,0.0936,-1.0,True,2.5537,0.0,5.2395,5.1965,8.7384,-0.9262,-0.4473,10.3673,0.0,
TSX,AIM,Aimia Inc,Basic Materials,TSX-SF,2022-05-12,2022,5,-0.1559,-3.393,0.0791,0.0547,-0.1031,-0.1241,0.0102,True,-0.1135,-0.1046,0.0638,0.0598,1.0,False,,,,,,0.1847,0.1247,False,0.0791,63,0.0791,63,0.0791,63,0.0791,63,0.0791,63,0.0791,63,0.0791,63,0.0791,63,,,,,,,,,,,,False,-0.0406,0.0,-0.0445,-0.0875,-1.3016,1.6984,-0.6276,,0.0,
TSX,ALA,AltaGas Ltd,Energy,TSX-SF,2018-03-02,2018,2,-0.1045,-9.859,0.0877,0.0449,0.0697,0.0126,0.0041,True,0.0639,0.0284,0.1083,0.0662,4.0,True,-0.0616,-0.0852,0.073,0.0346,10.0,0.1167,0.2293,False,0.0877,63,0.0877,63,0.0877,63,0.0877,63,0.0877,63,0.0877,63,0.0877,63,0.0877,63,0.074,0.0316,-0.0204,0.0104,0.0213,0.0441,0.0091,0.0157,0.0417,0.0165,62.0,True,0.02,0.8029,0.0185,-0.0245,0.035,0.0198,0.1289,-0.151,0.1339,
